attachment_id	text	user_id	height	width	length	train	begin	end
dfbd7d09-04bb-442a-a807-8375defa95b0	Щ	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	115.0	True	5	51
d228da91-495a-4d6d-833a-64bf5dfcf26e	Н	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	121.0	True	9	54
d106b355-511f-4098-b30d-2704cb0b0f63	С	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	111.0	True	5	57
b5e4d436-d6c3-4fa0-a1de-3768d05d215e	Е	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	96.0	True	0	55
810f5023-eb96-45c4-99fe-c5bb015bbcf3	Ц	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	107.0	True	1	49
3dbb1d1e-5260-44ff-9bdd-f88c504a802a	У	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	111.0	True	2	44
0a1b79d6-3b30-4fc8-8755-365c17884892	В	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	112.0	True	1	50
5588ffe4-5634-4895-a0b2-d4d50e37d5cf	К	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	113.0	True	1	50
04f032ae-3b7d-4511-b799-959d35c1010e	Ж	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	114.0	True	2	57
71eb172e-999b-4ba2-8548-15918322b9f7	Х	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	116.0	True	2	46
724e75ad-3bce-42a1-a8e4-f146d8d018f4	Ю	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	114.0	True	5	61
d7c18365-669d-45b8-9a32-9d7f1e599052	Т	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	104.0	True	6	59
f2da1f31-1c01-47e6-9017-b3c01cde85aa	М	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	100.0	True	6	55
4a812789-54f3-45c5-bb49-af77861c2598	Й	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	98.0	True	6	60
5823695f-901d-4958-8f61-7434acddd406	Ь	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	116.0	True	5	66
a984c6e3-c3f6-44a1-8ea0-fc4178355a80	Ш	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	102.0	True	4	57
cd31a981-0638-4ac3-bcdd-3cacf724c827	А	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	112.0	True	3	61
f976ae21-a57d-4a52-920a-798441917b65	О	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	86.0	True	0	46
bf841fea-1ede-4aa0-8b3c-b167ab0e078c	Р	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	90.0	True	2	45
9e2fba94-493c-42fd-ba1c-ff6b7eccada5	Ч	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	99.0	True	3	47
3f72244c-7379-4403-b7ee-e1b1b8d78d46	Я	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	94.0	True	9	58
17c4de6e-278b-4f32-bb22-533cf025442f	П	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	102.0	True	4	59
080a7c4b-48e3-4355-b065-791808a7dff5	Д	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	92.0	True	2	48
dcf91819-330f-4419-9ef8-658308a15c46	Ф	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	84.0	True	0	43
10a793c0-1456-462f-857d-40b2130f247b	И	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	84.0	True	0	43
9c05f71d-19d6-4067-b75c-4322b4e14df6	Л	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	101.0	True	1	56
7804f4a2-5eb8-4924-b554-a06d42bd9d56	Г	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	98.0	True	3	53
41c4958b-7bb4-4ba2-94b3-ac368ca172e2	Б	0211b488644476dd0fec656ccb9b74fc	1920	1080	87.0	True	13	51
919c7cdb-1565-4d60-ab08-fc4246c51417	Щ	0211b488644476dd0fec656ccb9b74fc	1920	1080	93.0	True	19	62
5ed7a1f8-6190-4bca-ac27-b5adc1e0f8d4	К	0211b488644476dd0fec656ccb9b74fc	1920	1080	90.0	True	13	58
298d8d03-b370-4fe3-ac24-7c882878196a	Е	0211b488644476dd0fec656ccb9b74fc	1920	1080	77.0	True	12	50
131cc84f-e8e0-4362-ab01-e8fb5eb0ab1b	С	0211b488644476dd0fec656ccb9b74fc	1920	1080	70.0	True	3	44
fc06a733-fce4-4cc1-9a10-4d98fe025fd9	Э	0211b488644476dd0fec656ccb9b74fc	1920	1080	78.0	True	9	51
46b8313e-8281-41ad-8d01-29c8a49bfbf5	А	0211b488644476dd0fec656ccb9b74fc	1920	1080	78.0	True	13	49
665e5a3e-b00a-464c-9769-135dade02dd4	Ы	0211b488644476dd0fec656ccb9b74fc	1920	1080	74.0	True	9	49
e5d1f698-df2d-406c-96d2-74c3240541a2	Т	0211b488644476dd0fec656ccb9b74fc	1920	1080	76.0	True	6	49
74bdadc0-b81c-4429-b4bc-355b0bbbf6fd	Ч	0211b488644476dd0fec656ccb9b74fc	1920	1080	93.0	True	11	64
6bc3898c-b61b-4f2c-8068-eae46c70d935	Ё	0211b488644476dd0fec656ccb9b74fc	1920	1080	104.0	True	15	81
5adf08e2-4ff6-4183-ba22-446c1cd0b0f8	Я	0211b488644476dd0fec656ccb9b74fc	1920	1080	97.0	True	20	70
4e9a6788-4d44-4030-8ab9-8f2feeb36a16	Ъ	0211b488644476dd0fec656ccb9b74fc	1920	1080	85.0	True	13	55
009e5f36-b170-4665-9515-35f916ef79a8	И	0211b488644476dd0fec656ccb9b74fc	1920	1080	83.0	True	5	56
b1dc51c9-6afc-4753-8f12-d4bc94e01d69	Ф	0211b488644476dd0fec656ccb9b74fc	1920	1080	107.0	True	7	71
397a486d-967f-444b-afd8-de1d93d22517	Н	0211b488644476dd0fec656ccb9b74fc	1920	1080	114.0	True	33	85
75c14dad-88ba-4e71-868b-2dff1095f19a	Ь	0211b488644476dd0fec656ccb9b74fc	1920	1080	110.0	True	20	64
b28e75ff-0b1f-487a-84be-593eb8a3c8b6	М	0211b488644476dd0fec656ccb9b74fc	1920	1080	106.0	True	20	72
fe550cd6-64ff-48d1-812d-aa7d7a0100c1	О	0211b488644476dd0fec656ccb9b74fc	1920	1080	76.0	True	9	44
bbf6bc0e-ba59-4e0a-a18c-70c6658789c3	П	0211b488644476dd0fec656ccb9b74fc	1920	1080	99.0	True	8	54
a8b7c2d5-8998-4413-af71-959cda43a830	Х	0211b488644476dd0fec656ccb9b74fc	1080	1920	97.0	True	21	63
ae95690c-1795-450f-85b8-dfb352136357	У	0211b488644476dd0fec656ccb9b74fc	1080	1920	112.0	True	34	72
e63da25a-96ea-4791-aa12-d44630664e5e	Й	0211b488644476dd0fec656ccb9b74fc	1080	1920	133.0	True	49	111
5af41d9b-c1da-48bb-8cad-eee759920b0c	Д	0211b488644476dd0fec656ccb9b74fc	1080	1920	121.0	True	32	90
b3ed8c72-c9eb-4309-9f01-92d828f42829	Ц	0211b488644476dd0fec656ccb9b74fc	1080	1920	122.0	True	38	92
3d120451-d3f6-4dd4-abb1-6ee8c9feb5ba	Л	0211b488644476dd0fec656ccb9b74fc	1080	1920	113.0	True	19	82
38fa29d6-0fb1-4ac8-ad0d-1fa490163ad6	В	0211b488644476dd0fec656ccb9b74fc	1080	1920	105.0	True	29	73
92e4b9c5-4657-4269-99ff-e59321c05559	Ю	0211b488644476dd0fec656ccb9b74fc	1080	1920	106.0	True	25	70
f0b664f8-037f-45e0-9b6e-c48b0f6e2f4b	Ж	0211b488644476dd0fec656ccb9b74fc	1080	1920	101.0	True	14	65
a445a9f7-0027-4307-a81c-6e7e06081dde	Г	0211b488644476dd0fec656ccb9b74fc	1080	1920	120.0	True	29	71
13a148fc-a546-47ab-b5d0-f9d0c3cce1de	Я	2d84da20c251acaeb3186642fcb04f2e	1920	1080	85.0	True	17	44
b01eb1d8-45d4-4d36-90d4-c9f8633448a7	П	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	90.0	True	15	64
47827246-6f58-45aa-9606-6f6ad535a957	Ы	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	108.0	True	17	47
cf80a3f7-72db-4760-b61a-9e9790b1556d	Ё	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	113.0	True	24	81
332e269b-b116-4a4c-aeb1-c80ef96a05a4	Ъ	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	137.0	True	36	90
9f18fc88-c464-4e09-bef2-fd562b67bc42	М	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	130.0	True	24	99
8a347e81-bdbd-4afd-8e36-209412f73358	Я	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	139.0	True	52	91
e161c26f-b099-4cd2-a567-2bd1fabc052f	Ч	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	148.0	True	62	120
9e2c5f70-eb61-4c53-bd8a-e8a6b10a6eaa	Ф	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	127.0	True	43	100
a4f7606c-7202-4e5f-b4fb-73ae07b801f0	Л	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	107.0	True	32	79
30ec247d-c119-45db-b9a4-9fd53fc1111c	С	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	142.0	True	39	115
b63d4098-59aa-4dc6-9e7a-479c9f56aa0a	Е	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	106.0	True	0	63
ea524124-96a0-49be-b427-9e95d7b8a64b	Щ	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	112.0	True	7	77
b458ea12-4097-426e-8f13-9976f62c87db	Ш	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	157.0	True	63	130
52f3f7bc-957b-4261-828a-349fc8d4d729	Р	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	106.0	True	27	72
19fb9623-adda-492b-ba03-98fa835fac40	Э	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	74.0	True	4	56
e9e566e5-5e9e-4a6c-97d7-2fb5e3e252a6	Ь	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	144.0	True	50	100
7f71d47a-2381-4881-8301-96ddb7f559b9	Г	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	125.0	True	35	71
e1200d57-9b53-4ffa-ab7d-e3e43549e7fc	Н	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	148.0	True	34	103
ae4ed66d-1411-4ae6-86f0-dcaa12637e51	Ж	b07a773bcb10b4f14f33d2b0e8ec58ba	720	1280	77.0	True	12	65
5d507b72-9623-47d2-b23b-934ede6c2406	Ж	185bd3a81d9d618518d10abebf0d17a8	1920	1080	118.0	True	29	75
212b48ec-9294-4452-a37d-baba1d537814	Ь	185bd3a81d9d618518d10abebf0d17a8	1920	1080	135.0	True	26	76
33f7e46f-b7b7-4aa9-a5bc-1d159cc35330	Ъ	185bd3a81d9d618518d10abebf0d17a8	1920	1080	121.0	True	28	64
2eb600ae-3b25-48be-8cbd-12cb88bcf789	А	185bd3a81d9d618518d10abebf0d17a8	1920	1080	106.0	True	25	71
30984793-4693-4d3b-9a64-c96fae996ec3	Ю	185bd3a81d9d618518d10abebf0d17a8	1920	1080	114.0	True	30	70
263c171f-9469-4c28-92c9-8e54f0442e04	Э	185bd3a81d9d618518d10abebf0d17a8	1920	1080	125.0	True	30	69
5efcbd6d-781a-4650-9b33-e26bfd64a3e7	П	185bd3a81d9d618518d10abebf0d17a8	1920	1080	130.0	True	22	70
a2092f17-f11c-4a2b-b7e0-c114be5beea1	Ц	185bd3a81d9d618518d10abebf0d17a8	1920	1080	116.0	True	28	68
dffb75f5-117f-4b98-935c-df1fbf77bba8	Й	185bd3a81d9d618518d10abebf0d17a8	1920	1080	125.0	True	23	91
e633679b-74c8-43f0-acc4-91602a383515	Н	185bd3a81d9d618518d10abebf0d17a8	1920	1080	120.0	True	25	81
5fd69893-1e23-4a2b-a7f3-171a24fc2d71	С	185bd3a81d9d618518d10abebf0d17a8	1920	1080	117.0	True	15	72
30805511-6fac-4007-986f-49a24ae571bf	О	185bd3a81d9d618518d10abebf0d17a8	1920	1080	130.0	True	20	88
566caec4-9578-44d1-8034-ee82a87e9dd0	З	185bd3a81d9d618518d10abebf0d17a8	1920	1080	120.0	True	25	77
bc3631fc-7e44-42a8-ad5f-8f1e3f95e482	Ы	185bd3a81d9d618518d10abebf0d17a8	1920	1080	102.0	True	25	61
ce5a2d22-fcb8-41a8-909a-75ad76ba85d2	Щ	185bd3a81d9d618518d10abebf0d17a8	1920	1080	109.0	True	27	71
0b4d353d-bac0-49c8-8e23-57a1fbc9f66a	Ё	185bd3a81d9d618518d10abebf0d17a8	1920	1080	121.0	True	24	78
a914c1c0-7d4f-4bd5-990e-7f8b3a3cc14d	Ш	185bd3a81d9d618518d10abebf0d17a8	1920	1080	97.0	True	25	77
862a7a4c-253a-4ba6-9815-a96891017a59	Л	185bd3a81d9d618518d10abebf0d17a8	1920	1080	136.0	True	27	98
0b660cb2-1d88-4bc1-b7fe-3310cd8ce297	М	185bd3a81d9d618518d10abebf0d17a8	1920	1080	124.0	True	32	75
a3485937-1fb1-4084-a965-311e796f059d	Ф	185bd3a81d9d618518d10abebf0d17a8	1920	1080	126.0	True	27	86
94dc7292-d384-4a4d-acb4-f326b4b184ea	Х	185bd3a81d9d618518d10abebf0d17a8	1920	1080	113.0	True	27	71
a0f50df9-2138-452e-b0c7-3eb4ad1b9136	Д	185bd3a81d9d618518d10abebf0d17a8	1920	1080	124.0	True	31	86
bb794d73-3958-44db-a2a8-b4e3cab605e6	Ч	185bd3a81d9d618518d10abebf0d17a8	1920	1080	133.0	True	26	93
eb40b664-58e8-45a7-83ef-d1fcf849c894	Б	185bd3a81d9d618518d10abebf0d17a8	1920	1080	123.0	True	33	77
57b4d5da-0ea7-4cc3-a45c-1dc3e730a327	Е	185bd3a81d9d618518d10abebf0d17a8	1920	1080	128.0	True	33	91
1e5f72a7-5e90-4339-b4be-b3368a25ae8b	Г	185bd3a81d9d618518d10abebf0d17a8	1920	1080	125.0	True	19	90
929bc88f-b969-4b01-8b22-63a1cefa2ca5	Р	185bd3a81d9d618518d10abebf0d17a8	1920	1080	116.0	True	20	82
105ce894-0697-41c3-954e-6f52e88e5653	Й	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	111.0	True	15	62
1008ba01-7482-4052-ad7c-50711c3b3518	О	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	100.0	True	6	49
b3ea22d8-5cd7-4678-aee8-7b5b73a0a732	П	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	112.0	True	13	67
af652f95-b397-40fc-ae3b-4dc9024eac33	Ы	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	109.0	True	6	49
37deb6f6-0501-4a77-95c8-54a74721812a	Я	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	102.0	True	13	55
77109193-f73e-432f-bbc2-300976a59fbc	Ъ	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	112.0	True	12	69
97782496-bcab-4dd9-b20a-02108149b3ef	Л	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	105.0	True	13	68
508e83c2-823d-4dc7-9f83-6d1a3d3f6b51	Т	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	120.0	True	19	73
e1bd3738-2332-4f25-bd31-67c43bea8674	К	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	90.0	True	3	46
81a38aae-f20b-4203-bb28-14eb62abd52e	Х	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	86.0	True	6	38
786a1882-85e7-41d6-bb7d-f3159e3aec22	А	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	112.0	True	22	70
7bdfd104-d31c-4209-9951-1f6b914d6357	М	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	120.0	True	22	75
25584258-6ef9-4edc-a956-e3e6a7d0c212	Н	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	102.0	True	6	58
aa4326cf-5f25-4358-b46f-8693073e530e	С	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	91.0	True	3	35
03e89c9f-fcb2-4431-9afa-337766b3b472	Е	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	99.0	True	4	61
195f61c3-1978-4b5a-ab38-40acc6ae9176	Ё	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	111.0	True	7	53
86c8505e-89b2-4368-b8d5-03d4932b4c80	Ц	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	103.0	True	26	63
cfb720d5-846c-4ddc-97c1-98d4373fd47c	Ч	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	102.0	True	7	53
71320e2d-6c7d-4c67-bb57-b25d3d42b718	Ю	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	106.0	True	11	68
3690b058-726e-4bb6-821b-3d574553a70b	Ш	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	99.0	True	10	54
41398cb0-2788-4049-8462-0a97dae09f68	В	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	97.0	True	4	56
033fbba1-1f34-4804-a0c3-bb77dfd038ab	Ж	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	97.0	True	2	60
97e13c10-7b3f-4095-ba1c-da9841e4de30	Б	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	107.0	True	13	78
c1f76a76-a75e-452b-aff3-22eab8f2f35e	Э	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	117.0	True	16	52
069b6e26-e174-42f4-a33a-41b2a435d77f	И	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	113.0	True	15	70
60b7771c-3e1b-44f0-8dc3-8ad4184465f4	У	db573f94204e56e0cf3fc2ea000e5bdc	1280	720	110.0	True	18	70
